Date,AAPL.Open,AAPL.High,Max,Min
1/25/2016,BTR,"Baton Rouge Metropolitan, Ryan ",36,13
1/27/2016,BTR,"Baton Rouge Metropolitan, Ryan ",48,11
1/29/2016,BTR,"Baton Rouge Metropolitan, Ryan ",28,7
2/1/2016,BTR,"Baton Rouge Metropolitan, Ryan ",44,10
2/3/2016,BTR,"Baton Rouge Metropolitan, Ryan ",31,4
2/5/2016,BTR,"Baton Rouge Metropolitan, Ryan ",29,20
2/7/2016,BTR,"Baton Rouge Metropolitan, Ryan ",34,18
2/9/2016,BTR,"Baton Rouge Metropolitan, Ryan ",37,18
2/11/2016,BTR,"Baton Rouge Metropolitan, Ryan ",35,3
2/13/2016,BTR,"Baton Rouge Metropolitan, Ryan ",39,11
2/15/2016,BTR,"Baton Rouge Metropolitan, Ryan ",34,9
2/17/2016,BTR,"Baton Rouge Metropolitan, Ryan ",25,12
2/19/2016,BTR,"Baton Rouge Metropolitan, Ryan ",44,9
2/21/2016,BTR,"Baton Rouge Metropolitan, Ryan ",36,10
2/23/2016,BTR,"Baton Rouge Metropolitan, Ryan ",41,12
2/25/2016,BTR,"Baton Rouge Metropolitan, Ryan ",47,11
2/27/2016,BTR,"Baton Rouge Metropolitan, Ryan ",25,15
2/29/2016,BTR,"Baton Rouge Metropolitan, Ryan ",41,16
1/1/2016,TYS,McGhee-Tyson,28,6
1/3/2016,TYS,McGhee-Tyson,44,12
1/5/2016,TYS,McGhee-Tyson,34,12
1/7/2016,TYS,McGhee-Tyson,40,12
1/9/2016,TYS,McGhee-Tyson,42,12
1/11/2016,TYS,McGhee-Tyson,45,20
1/13/2016,TYS,McGhee-Tyson,31,7
1/15/2016,TYS,McGhee-Tyson,45,16
1/17/2016,TYS,McGhee-Tyson,36,3
1/19/2016,TYS,McGhee-Tyson,45,12
1/21/2016,TYS,McGhee-Tyson,33,1
1/23/2016,TYS,McGhee-Tyson,35,12
1/25/2016,TYS,McGhee-Tyson,40,11
1/27/2016,TYS,McGhee-Tyson,42,13
1/29/2016,TYS,McGhee-Tyson,45,9
2/1/2016,TYS,McGhee-Tyson,28,19
2/3/2016,TYS,McGhee-Tyson,41,12
2/5/2016,TYS,McGhee-Tyson,48,11
2/7/2016,TYS,McGhee-Tyson,27,9
2/9/2016,TYS,McGhee-Tyson,29,19
2/11/2016,TYS,McGhee-Tyson,39,19
2/13/2016,TYS,McGhee-Tyson,34,13
2/15/2016,TYS,McGhee-Tyson,27,16
2/17/2016,TYS,McGhee-Tyson,47,19
2/19/2016,TYS,McGhee-Tyson,27,9
2/21/2016,TYS,McGhee-Tyson,41,18
2/23/2016,TYS,McGhee-Tyson,40,12
2/25/2016,TYS,McGhee-Tyson,42,15
2/27/2016,TYS,McGhee-Tyson,36,1
2/29/2016,TYS,McGhee-Tyson,46,16
1/1/2016,COS,City of Colorado Springs Muni,35,11
1/3/2016,COS,City of Colorado Springs Muni,34,11
1/5/2016,COS,City of Colorado Springs Muni,37,17
1/7/2016,COS,City of Colorado Springs Muni,38,14
1/9/2016,COS,City of Colorado Springs Muni,28,15
1/11/2016,COS,City of Colorado Springs Muni,24,15
1/13/2016,COS,City of Colorado Springs Muni,34,1
1/15/2016,COS,City of Colorado Springs Muni,46,15
1/17/2016,COS,City of Colorado Springs Muni,45,11
1/19/2016,COS,City of Colorado Springs Muni,45,10
1/21/2016,COS,City of Colorado Springs Muni,34,17
1/23/2016,COS,City of Colorado Springs Muni,40,12
1/25/2016,COS,City of Colorado Springs Muni,33,11
1/27/2016,COS,City of Colorado Springs Muni,42,11
1/29/2016,COS,City of Colorado Springs Muni,33,2
2/1/2016,COS,City of Colorado Springs Muni,41,12
2/3/2016,COS,City of Colorado Springs Muni,36,5
2/5/2016,COS,City of Colorado Springs Muni,39,13
2/7/2016,COS,City of Colorado Springs Muni,44,9
2/9/2016,COS,City of Colorado Springs Muni,29,19
2/11/2016,COS,City of Colorado Springs Muni,32,7
2/13/2016,COS,City of Colorado Springs Muni,33,10
2/15/2016,COS,City of Colorado Springs Muni,35,12
2/17/2016,COS,City of Colorado Springs Muni,40,11
2/19/2016,COS,City of Colorado Springs Muni,45,12
2/21/2016,COS,City of Colorado Springs Muni,38,11
2/23/2016,COS,City of Colorado Springs Muni,42,1
2/25/2016,COS,City of Colorado Springs Muni,32,16
2/27/2016,COS,City of Colorado Springs Muni,41,12
2/29/2016,COS,City of Colorado Springs Muni,27,14
1/1/2016,PNS,Pensacola Regional,38,16
1/3/2016,PNS,Pensacola Regional,28,19
1/5/2016,PNS,Pensacola Regional,37,12
1/7/2016,PNS,Pensacola Regional,40,13
1/9/2016,PNS,Pensacola Regional,27,5
1/11/2016,PNS,Pensacola Regional,36,13
1/13/2016,PNS,Pensacola Regional,45,7
1/15/2016,PNS,Pensacola Regional,39,20
1/17/2016,PNS,Pensacola Regional,35,12
1/19/2016,PNS,Pensacola Regional,40,10
1/21/2016,PNS,Pensacola Regional,44,12
1/23/2016,PNS,Pensacola Regional,45,20
1/25/2016,PNS,Pensacola Regional,43,15
1/27/2016,PNS,Pensacola Regional,41,12
1/29/2016,PNS,Pensacola Regional,33,4
2/1/2016,PNS,Pensacola Regional,40,18
2/3/2016,PNS,Pensacola Regional,31,17
2/5/2016,PNS,Pensacola Regional,47,16
2/7/2016,PNS,Pensacola Regional,33,16
2/9/2016,PNS,Pensacola Regional,40,11
2/11/2016,PNS,Pensacola Regional,25,12
2/13/2016,PNS,Pensacola Regional,40,12
2/15/2016,PNS,Pensacola Regional,43,14
2/17/2016,PNS,Pensacola Regional,44,14
2/19/2016,PNS,Pensacola Regional,42,8
2/21/2016,PNS,Pensacola Regional,33,20
2/23/2016,PNS,Pensacola Regional,27,16
2/25/2016,PNS,Pensacola Regional,28,15
2/27/2016,PNS,Pensacola Regional,29,5
2/29/2016,PNS,Pensacola Regional,44,20
1/1/2016,SYR,Syracuse-Hancock Intl,36,2
1/3/2016,SYR,Syracuse-Hancock Intl,40,10
1/5/2016,SYR,Syracuse-Hancock Intl,32,10
1/7/2016,SYR,Syracuse-Hancock Intl,33,14
1/9/2016,SYR,Syracuse-Hancock Intl,44,14
1/11/2016,SYR,Syracuse-Hancock Intl,41,14
1/13/2016,SYR,Syracuse-Hancock Intl,31,16
1/15/2016,SYR,Syracuse-Hancock Intl,36,15
1/17/2016,SYR,Syracuse-Hancock Intl,44,7
1/19/2016,SYR,Syracuse-Hancock Intl,40,11
1/21/2016,SYR,Syracuse-Hancock Intl,33,10
1/23/2016,SYR,Syracuse-Hancock Intl,48,11
1/25/2016,SYR,Syracuse-Hancock Intl,31,12
1/27/2016,SYR,Syracuse-Hancock Intl,44,13
1/29/2016,SYR,Syracuse-Hancock Intl,37,8
2/1/2016,SYR,Syracuse-Hancock Intl,48,12
2/3/2016,SYR,Syracuse-Hancock Intl,40,15
2/5/2016,SYR,Syracuse-Hancock Intl,40,12
2/7/2016,SYR,Syracuse-Hancock Intl,25,4
2/9/2016,SYR,Syracuse-Hancock Intl,48,10
2/11/2016,SYR,Syracuse-Hancock Intl,34,10
2/13/2016,SYR,Syracuse-Hancock Intl,45,11
2/15/2016,SYR,Syracuse-Hancock Intl,40,13
2/17/2016,SYR,Syracuse-Hancock Intl,38,15
2/19/2016,SYR,Syracuse-Hancock Intl,41,11
2/21/2016,SYR,Syracuse-Hancock Intl,34,20
2/23/2016,SYR,Syracuse-Hancock Intl,41,15
2/25/2016,SYR,Syracuse-Hancock Intl,43,18
2/27/2016,SYR,Syracuse-Hancock Intl,40,8
2/29/2016,SYR,Syracuse-Hancock Intl,32,13
1/1/2016,BHM,Birmingham International,42,19
1/3/2016,BHM,Birmingham International,37,12
1/5/2016,BHM,Birmingham International,32,11
1/7/2016,BHM,Birmingham International,24,15
1/9/2016,BHM,Birmingham International,34,16
1/11/2016,BHM,Birmingham International,42,12
1/13/2016,BHM,Birmingham International,32,2
1/15/2016,BHM,Birmingham International,35,12
1/17/2016,BHM,Birmingham International,35,16
1/19/2016,BHM,Birmingham International,36,14
1/21/2016,BHM,Birmingham International,40,6
1/23/2016,BHM,Birmingham International,40,16
1/25/2016,BHM,Birmingham International,33,6
1/27/2016,BHM,Birmingham International,48,17
1/29/2016,BHM,Birmingham International,45,14
2/1/2016,BHM,Birmingham International,45,15
2/3/2016,BHM,Birmingham International,35,10
2/5/2016,BHM,Birmingham International,48,20
2/7/2016,BHM,Birmingham International,34,6
2/9/2016,BHM,Birmingham International,38,19
2/11/2016,BHM,Birmingham International,41,15
2/13/2016,BHM,Birmingham International,50,13
2/15/2016,BHM,Birmingham International,39,11
2/17/2016,BHM,Birmingham International,31,15
2/19/2016,BHM,Birmingham International,37,9
2/21/2016,BHM,Birmingham International,38,13
2/23/2016,BHM,Birmingham International,34,14
2/25/2016,BHM,Birmingham International,23,10
2/27/2016,BHM,Birmingham International,35,10
2/29/2016,BHM,Birmingham International,42,12
1/1/2016,MHT,Manchester,27,5
1/3/2016,MHT,Manchester,44,15
1/5/2016,MHT,Manchester,33,4
1/7/2016,MHT,Manchester,24,15
1/9/2016,MHT,Manchester,34,12
1/11/2016,MHT,Manchester,37,13
1/13/2016,MHT,Manchester,25,10
1/15/2016,MHT,Manchester,33,12
1/17/2016,MHT,Manchester,26,17
1/19/2016,MHT,Manchester,50,15
1/21/2016,MHT,Manchester,30,10
1/23/2016,MHT,Manchester,49,16
1/25/2016,MHT,Manchester,28,5
1/27/2016,MHT,Manchester,39,14
1/29/2016,MHT,Manchester,35,7
2/1/2016,MHT,Manchester,36,12
2/3/2016,MHT,Manchester,39,16
2/5/2016,MHT,Manchester,36,20
2/7/2016,MHT,Manchester,38,18
2/9/2016,MHT,Manchester,49,15
2/11/2016,MHT,Manchester,45,2
2/13/2016,MHT,Manchester,44,14
2/15/2016,MHT,Manchester,29,11
2/17/2016,MHT,Manchester,43,10
2/19/2016,MHT,Manchester,33,13
2/21/2016,MHT,Manchester,29,11
2/23/2016,MHT,Manchester,32,13
2/25/2016,MHT,Manchester,30,18
2/27/2016,MHT,Manchester,33,10
2/29/2016,MHT,Manchester,43,15
1/1/2016,PSP,Palm Springs International,29,1
1/3/2016,PSP,Palm Springs International,38,15
1/5/2016,PSP,Palm Springs International,27,2
1/7/2016,PSP,Palm Springs International,39,15
1/9/2016,PSP,Palm Springs International,31,12
1/11/2016,PSP,Palm Springs International,30,15
1/13/2016,PSP,Palm Springs International,29,10
1/15/2016,PSP,Palm Springs International,32,15
1/17/2016,PSP,Palm Springs International,32,18
1/19/2016,PSP,Palm Springs International,29,19
1/21/2016,PSP,Palm Springs International,32,16
1/23/2016,PSP,Palm Springs International,43,14
1/25/2016,PSP,Palm Springs International,34,5
1/27/2016,PSP,Palm Springs International,39,13
1/29/2016,PSP,Palm Springs International,30,5
2/1/2016,PSP,Palm Springs International,36,14
2/3/2016,PSP,Palm Springs International,28,16
2/5/2016,PSP,Palm Springs International,46,14
2/7/2016,PSP,Palm Springs International,28,3
2/9/2016,PSP,Palm Springs International,45,12
2/11/2016,PSP,Palm Springs International,34,1
2/13/2016,PSP,Palm Springs International,32,19
2/15/2016,PSP,Palm Springs International,25,8
2/17/2016,PSP,Palm Springs International,37,16
2/19/2016,PSP,Palm Springs International,40,3
2/21/2016,PSP,Palm Springs International,32,14
2/23/2016,PSP,Palm Springs International,39,2
2/25/2016,PSP,Palm Springs International,50,16
2/27/2016,PSP,Palm Springs International,43,7
2/29/2016,PSP,Palm Springs International,42,14
1/1/2016,SRQ,Sarasota Bradenton International,30,4
1/3/2016,SRQ,Sarasota Bradenton International,48,13
1/5/2016,SRQ,Sarasota Bradenton International,37,14
1/7/2016,SRQ,Sarasota Bradenton International,30,10
1/9/2016,SRQ,Sarasota Bradenton International,42,10
1/11/2016,SRQ,Sarasota Bradenton International,31,15
1/13/2016,SRQ,Sarasota Bradenton International,35,12
1/15/2016,SRQ,Sarasota Bradenton International,26,12
1/17/2016,SRQ,Sarasota Bradenton International,28,12
1/19/2016,SRQ,Sarasota Bradenton International,43,17
1/21/2016,SRQ,Sarasota Bradenton International,45,3
1/23/2016,SRQ,Sarasota Bradenton International,49,16
1/25/2016,SRQ,Sarasota Bradenton International,25,12
1/27/2016,SRQ,Sarasota Bradenton International,43,13
1/29/2016,SRQ,Sarasota Bradenton International,31,6
2/1/2016,SRQ,Sarasota Bradenton International,33,12
2/3/2016,SRQ,Sarasota Bradenton International,35,5
2/5/2016,SRQ,Sarasota Bradenton International,44,12
2/7/2016,SRQ,Sarasota Bradenton International,43,4
2/9/2016,SRQ,Sarasota Bradenton International,37,14
2/11/2016,SRQ,Sarasota Bradenton International,44,14
2/13/2016,SRQ,Sarasota Bradenton International,39,10
2/15/2016,SRQ,Sarasota Bradenton International,39,11
2/17/2016,SRQ,Sarasota Bradenton International,27,15
2/19/2016,SRQ,Sarasota Bradenton International,31,5
2/21/2016,SRQ,Sarasota Bradenton International,41,16
2/23/2016,SRQ,Sarasota Bradenton International,37,13
2/25/2016,SRQ,Sarasota Bradenton International,43,14
2/27/2016,SRQ,Sarasota Bradenton International,35,10
2/29/2016,SRQ,Sarasota Bradenton International,32,16
1/1/2016,CRP,Corpus Christi International,45,2
1/3/2016,CRP,Corpus Christi International,46,13
1/5/2016,CRP,Corpus Christi International,31,11
1/7/2016,CRP,Corpus Christi International,37,10
1/9/2016,CRP,Corpus Christi International,29,11
1/11/2016,CRP,Corpus Christi International,38,14
1/13/2016,CRP,Corpus Christi International,30,13
1/15/2016,CRP,Corpus Christi International,37,17
1/17/2016,CRP,Corpus Christi International,28,12
1/19/2016,CRP,Corpus Christi International,37,18
1/21/2016,CRP,Corpus Christi International,28,3
1/23/2016,CRP,Corpus Christi International,40,12
1/25/2016,CRP,Corpus Christi International,32,7
1/27/2016,CRP,Corpus Christi International,36,15
1/29/2016,CRP,Corpus Christi International,40,10
2/1/2016,CRP,Corpus Christi International,34,10
2/3/2016,CRP,Corpus Christi International,35,14
2/5/2016,CRP,Corpus Christi International,35,16
2/7/2016,CRP,Corpus Christi International,28,13
2/9/2016,CRP,Corpus Christi International,37,14
2/11/2016,CRP,Corpus Christi International,29,11
2/13/2016,CRP,Corpus Christi International,36,13
2/15/2016,CRP,Corpus Christi International,42,6
2/17/2016,CRP,Corpus Christi International,42,12
2/19/2016,CRP,Corpus Christi International,31,12
2/21/2016,CRP,Corpus Christi International,44,17
2/23/2016,CRP,Corpus Christi International,45,18
2/25/2016,CRP,Corpus Christi International,45,10
2/27/2016,CRP,Corpus Christi International,31,12
2/29/2016,CRP,Corpus Christi International,30,10
1/1/2016,HSV,Huntsville International ,36,11
1/3/2016,HSV,Huntsville International ,40,17
1/5/2016,HSV,Huntsville International ,35,8
1/7/2016,HSV,Huntsville International ,31,16
1/9/2016,HSV,Huntsville International ,41,14
1/11/2016,HSV,Huntsville International ,43,10
1/13/2016,HSV,Huntsville International ,33,5
1/15/2016,HSV,Huntsville International ,37,19
1/17/2016,HSV,Huntsville International ,31,11
1/19/2016,HSV,Huntsville International ,44,15
1/21/2016,HSV,Huntsville International ,27,6
1/23/2016,HSV,Huntsville International ,49,13
1/25/2016,HSV,Huntsville International ,26,11
1/27/2016,HSV,Huntsville International ,45,13
1/29/2016,HSV,Huntsville International ,42,14
2/1/2016,HSV,Huntsville International ,48,16
2/3/2016,HSV,Huntsville International ,32,3
2/5/2016,HSV,Huntsville International ,43,13
2/7/2016,HSV,Huntsville International ,31,9
2/9/2016,HSV,Huntsville International ,41,10
2/11/2016,HSV,Huntsville International ,34,13
2/13/2016,HSV,Huntsville International ,31,20
2/15/2016,HSV,Huntsville International ,34,13
2/17/2016,HSV,Huntsville International ,45,19
2/19/2016,HSV,Huntsville International ,44,8
2/21/2016,HSV,Huntsville International ,26,13
2/23/2016,HSV,Huntsville International ,33,6
2/25/2016,HSV,Huntsville International ,27,16
2/27/2016,HSV,Huntsville International ,43,17
2/29/2016,HSV,Huntsville International ,35,17
1/1/2016,CAE,Columbia Metropolitan,32,13
1/3/2016,CAE,Columbia Metropolitan,34,17
1/5/2016,CAE,Columbia Metropolitan,41,14
1/7/2016,CAE,Columbia Metropolitan,47,13
1/9/2016,CAE,Columbia Metropolitan,30,4
1/11/2016,CAE,Columbia Metropolitan,38,14
1/13/2016,CAE,Columbia Metropolitan,36,5
1/15/2016,CAE,Columbia Metropolitan,45,13
1/17/2016,CAE,Columbia Metropolitan,40,14
1/19/2016,CAE,Columbia Metropolitan,41,11
1/21/2016,CAE,Columbia Metropolitan,39,4
1/23/2016,CAE,Columbia Metropolitan,28,17
1/25/2016,CAE,Columbia Metropolitan,34,6
1/27/2016,CAE,Columbia Metropolitan,45,11
1/29/2016,CAE,Columbia Metropolitan,33,3
2/1/2016,CAE,Columbia Metropolitan,33,12
2/3/2016,CAE,Columbia Metropolitan,34,13
2/5/2016,CAE,Columbia Metropolitan,38,19
2/7/2016,CAE,Columbia Metropolitan,37,4
2/9/2016,CAE,Columbia Metropolitan,45,16
2/11/2016,CAE,Columbia Metropolitan,45,8
2/13/2016,CAE,Columbia Metropolitan,34,11
2/15/2016,CAE,Columbia Metropolitan,34,11
2/17/2016,CAE,Columbia Metropolitan,38,18
2/19/2016,CAE,Columbia Metropolitan,34,2
2/21/2016,CAE,Columbia Metropolitan,50,17
2/23/2016,CAE,Columbia Metropolitan,28,6
2/25/2016,CAE,Columbia Metropolitan,23,14
2/27/2016,CAE,Columbia Metropolitan,32,11
2/29/2016,CAE,Columbia Metropolitan,42,10
1/1/2016,LFT,Lafayette Regional,35,15
1/3/2016,LFT,Lafayette Regional,49,12
1/5/2016,LFT,Lafayette Regional,31,7
1/7/2016,LFT,Lafayette Regional,44,14
1/9/2016,LFT,Lafayette Regional,45,6
1/11/2016,LFT,Lafayette Regional,37,16
1/13/2016,LFT,Lafayette Regional,28,5
1/15/2016,LFT,Lafayette Regional,42,10
1/17/2016,LFT,Lafayette Regional,33,1
1/19/2016,LFT,Lafayette Regional,30,12
1/21/2016,LFT,Lafayette Regional,35,7
1/23/2016,LFT,Lafayette Regional,29,19
1/25/2016,LFT,Lafayette Regional,34,15
1/27/2016,LFT,Lafayette Regional,43,10
1/29/2016,LFT,Lafayette Regional,29,10
2/1/2016,LFT,Lafayette Regional,29,14
2/3/2016,LFT,Lafayette Regional,34,2
2/5/2016,LFT,Lafayette Regional,31,11
2/7/2016,LFT,Lafayette Regional,30,1
2/9/2016,LFT,Lafayette Regional,45,10
2/11/2016,LFT,Lafayette Regional,26,2
2/13/2016,LFT,Lafayette Regional,34,10
2/15/2016,LFT,Lafayette Regional,34,4
2/17/2016,LFT,Lafayette Regional,36,15
2/19/2016,LFT,Lafayette Regional,29,11
2/21/2016,LFT,Lafayette Regional,42,19
2/23/2016,LFT,Lafayette Regional,33,12
2/25/2016,LFT,Lafayette Regional,43,12
2/27/2016,LFT,Lafayette Regional,30,17
2/29/2016,LFT,Lafayette Regional,38,13
1/1/2016,SBA,Santa Barbara Municipal,31,2
1/3/2016,SBA,Santa Barbara Municipal,44,11
1/5/2016,SBA,Santa Barbara Municipal,31,13
1/7/2016,SBA,Santa Barbara Municipal,42,18
1/9/2016,SBA,Santa Barbara Municipal,34,5
1/11/2016,SBA,Santa Barbara Municipal,35,12
1/13/2016,SBA,Santa Barbara Municipal,42,7
1/15/2016,SBA,Santa Barbara Municipal,48,18
1/17/2016,SBA,Santa Barbara Municipal,42,6
1/19/2016,SBA,Santa Barbara Municipal,28,19
1/21/2016,SBA,Santa Barbara Municipal,26,14
1/23/2016,SBA,Santa Barbara Municipal,48,16
1/25/2016,SBA,Santa Barbara Municipal,38,10
1/27/2016,SBA,Santa Barbara Municipal,43,11
1/29/2016,SBA,Santa Barbara Municipal,34,11
2/1/2016,SBA,Santa Barbara Municipal,44,14
2/3/2016,SBA,Santa Barbara Municipal,45,11
2/5/2016,SBA,Santa Barbara Municipal,36,15
2/7/2016,SBA,Santa Barbara Municipal,28,15
2/9/2016,SBA,Santa Barbara Municipal,35,15
2/11/2016,SBA,Santa Barbara Municipal,27,7
2/13/2016,SBA,Santa Barbara Municipal,43,19
2/15/2016,SBA,Santa Barbara Municipal,30,1
2/17/2016,SBA,Santa Barbara Municipal,26,10
2/19/2016,SBA,Santa Barbara Municipal,33,18
2/21/2016,SBA,Santa Barbara Municipal,48,13
2/23/2016,SBA,Santa Barbara Municipal,35,5
2/25/2016,SBA,Santa Barbara Municipal,31,10
2/27/2016,SBA,Santa Barbara Municipal,35,13
2/29/2016,SBA,Santa Barbara Municipal,37,11
1/1/2016,GEG,Spokane Intl,41,1
1/3/2016,GEG,Spokane Intl,42,12
1/5/2016,GEG,Spokane Intl,40,10
1/7/2016,GEG,Spokane Intl,49,10
1/9/2016,GEG,Spokane Intl,40,12
1/11/2016,GEG,Spokane Intl,40,12
1/13/2016,GEG,Spokane Intl,29,10
1/15/2016,GEG,Spokane Intl,35,10
1/17/2016,GEG,Spokane Intl,25,19
1/19/2016,GEG,Spokane Intl,34,20
1/21/2016,GEG,Spokane Intl,38,13
1/23/2016,GEG,Spokane Intl,44,15
1/25/2016,GEG,Spokane Intl,31,8
1/27/2016,GEG,Spokane Intl,33,10
1/29/2016,GEG,Spokane Intl,33,10
2/1/2016,GEG,Spokane Intl,41,14
2/3/2016,GEG,Spokane Intl,40,5
2/5/2016,GEG,Spokane Intl,43,11
2/7/2016,GEG,Spokane Intl,34,13
2/9/2016,GEG,Spokane Intl,50,15
2/11/2016,GEG,Spokane Intl,37,14
2/13/2016,GEG,Spokane Intl,41,11
2/15/2016,GEG,Spokane Intl,29,15
2/17/2016,GEG,Spokane Intl,29,19
2/19/2016,GEG,Spokane Intl,35,9
2/21/2016,GEG,Spokane Intl,26,17
2/23/2016,GEG,Spokane Intl,34,18
2/25/2016,GEG,Spokane Intl,28,10
2/27/2016,GEG,Spokane Intl,40,11
2/29/2016,GEG,Spokane Intl,32,10
1/1/2016,MOB,Mobile Regional,30,10
1/3/2016,MOB,Mobile Regional,47,16
1/5/2016,MOB,Mobile Regional,33,7
1/7/2016,MOB,Mobile Regional,40,15
1/9/2016,MOB,Mobile Regional,29,10
1/11/2016,MOB,Mobile Regional,45,13
1/13/2016,MOB,Mobile Regional,31,9
1/15/2016,MOB,Mobile Regional,30,20
1/17/2016,MOB,Mobile Regional,36,12
1/19/2016,MOB,Mobile Regional,46,13
1/21/2016,MOB,Mobile Regional,30,5
1/23/2016,MOB,Mobile Regional,39,13
1/25/2016,MOB,Mobile Regional,28,7
1/27/2016,MOB,Mobile Regional,44,10
1/29/2016,MOB,Mobile Regional,33,14
2/1/2016,MOB,Mobile Regional,25,14
2/3/2016,MOB,Mobile Regional,31,8
2/5/2016,MOB,Mobile Regional,44,10
2/7/2016,MOB,Mobile Regional,40,9
2/9/2016,MOB,Mobile Regional,44,14
2/11/2016,MOB,Mobile Regional,32,11
2/13/2016,MOB,Mobile Regional,34,11
2/15/2016,MOB,Mobile Regional,41,14
